Event ,County ,District ,Division ,Date ,Place,Deaths ,Injured ,Missing ,Houses Destroyed ,Houses Damaged ,Victims ,Affected ,Relocated ,Evacuated ,Losses $USD ,Losses $Local ,Education centers ,Hospitals ,Damages in crops Ha. ,Lost Cattle ,Damages in roads Mts ,Comments,Responder: military ,Responder: police ,Responder: Red Cross ,Responder: MOSP ,Responder: Nairobi Fire Brigade ,Responder: KPLC ,Responder: UNICEF ,Responder: Saint John Ambulance ,Responder: IRC ,Other Responders ,House: Iron Sheet ,House: Wooden ,House: Mud ,House: Grass Thatched ,House: Tent ,Coordinate Info,County_GIS,Constituency_GIS,County Centriod
FLOOD,NANDI,NANDI,,04/01/2010 12:00:00 AM,Nandi South,,,,,,,,,,0,0,,,,0,,"2 brigdes along Kibesim-Kapkwong road 2 roads Kibigori, Chemase, Chepswerta, Lamaiya roads",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.045291237, 34.92167421)",NANDI,MOSOP,"(0.18668888688, 35.11048766640)"
DROUGHT,NAROK,NAROK,,01/03/2011 12:00:00 AM,Narok North,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.982478387, 35.82108478)",NAROK,NAROK SOUTH,"(-1.25479033211, 35.57632921390)"
DROUGHT,NAROK,NAROK,,01/08/2009 12:00:00 AM,Narok South,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.982478387, 35.82108478)",NAROK,NAROK SOUTH,"(-1.25479033211, 35.57632921390)"
FLOOD,NAROK,NAROK,,07/04/2013 12:00:00 AM,mulot,1,,,,,,,,,0,0,,yes,,0,,body retrieved to Longisa district mortuary.,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.982478387, 35.82108478)",NAROK,NAROK SOUTH,"(-1.25479033211, 35.57632921390)"
FLOOD,NYANDARUA,NYANDARUA,,03/01/2010 12:00:00 AM,,,,,35,,,175,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,01/03/2011 12:00:00 AM,Nyandarua North,,,,,,,44524,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,01/03/2011 12:00:00 AM,NYANDARUA SOUTH,,,,,,,15000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,01/03/2011 12:00:00 AM,Kiriita location,,,,,,,3831,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,01/03/2011 12:00:00 AM,Kahutha Location,,,,,,,18996,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,,,Losses Sheep - 23112 Goats - 20824 Poultry - 59152,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,09/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,01/08/2009 12:00:00 AM,Nyandarua Central,,,,,,,44932,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,01/08/2009 12:00:00 AM,Kinangop,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,04/03/2011 12:00:00 AM,Nyandarua central,,,,,,,16660,,,0,0,,,,0,,16660 families affected,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,01/08/2009 12:00:00 AM,Nyandarua South,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,01/08/2009 12:00:00 AM,Nyandarua North,,,,,,,50000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,04/03/2011 12:00:00 AM,Nyandarua South,,,,,,,15000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,03/04/2011 12:00:00 AM,Nyandarua North,,,,,,,35000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,03/04/2011 12:00:00 AM,Nyandarua West,,,,,,,6400,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,03/04/2011 12:00:00 AM,Mirangine - Nyandarua North,,,,,,,3950,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,03/04/2011 12:00:00 AM,Kinangop,,,,,,,4500,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,08/03/2009 12:00:00 AM,Nyandarua South,,,,,,,22592,,,0,0,,,,0,,the affected population is made up of IDPs - Internally displaced persons,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
DROUGHT,NYANDARUA,NYANDARUA,,08/03/2009 12:00:00 AM,Nyandarua North,,,,,,,26533,,,0,0,,,,0,,13000 of the affected population is made up of IDPs,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
FLOOD,NYANDARUA,NYANDARUA,,09/05/2012 12:00:00 AM,Leshau,,,,,1,,,,,0,0,,,,0,,church swept away ,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.639908835, 36.69121948)",NYANDARUA,KIPIPIRI,"(-0.32207782249, 36.48286916100)"
FLOOD,KISUMU,NYANDO,,01/14/2010 12:00:00 AM,upper and lower Nyakach,,,,,,,300,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.206721178, 34.84236144)",KISUMU,NYAKACH,"(-0.16945869476, 34.83520346600)"
FLOOD,KISUMU,NYANDO,,01/03/2012 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.206721178, 34.84236144)",KISUMU,NYAKACH,"(-0.16945869476, 34.83520346600)"
DROUGHT,NYERI,NYERI,,01/08/2009 12:00:00 AM,Nyeri South,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.451121702, 36.75564013)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
DROUGHT,NYERI,NYERI,,01/08/2009 12:00:00 AM,Nyeri Central,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.451121702, 36.75564013)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
EPIDEMIC,NYERI,NYERI,,08/14/2009 12:00:00 AM,,,,,,,,1,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.451121702, 36.75564013)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
DROUGHT,NYERI,NYERI,,03/04/2011 12:00:00 AM,Nyeri South,,,,,,,2000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.451121702, 36.75564013)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
DROUGHT,NYERI,NYERI,,08/03/2010 12:00:00 AM,,,,,,,,62304,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.451121702, 36.75564013)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
FLOOD,NYERI,NYERI,,05/13/2012 12:00:00 AM,"Kagumoini village,Ichamara sublocation",,,,,5,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.451121702, 36.75564013)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
FLOOD,NYERI,NYERI,,05/13/2012 12:00:00 AM,,,,1,,,,,,,0,0,,,,0,,"Division, Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.451121702, 36.75564013)",NYERI,KIENI,"(-0.34292358939, 36.95647813460)"
FLOOD,HOMA BAY,RACHUONYO,,05/24/2012 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.387554402, 34.79432787)",HOMA BAY,RANGWE,"(-0.54280939416, 34.35899686870)"
FLOOD,HOMA BAY,RACHUONYO,,04/25/2010 12:00:00 AM,,,,,6,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.387554402, 34.79432787)",HOMA BAY,RANGWE,"(-0.54280939416, 34.35899686870)"
FLOOD,SAMBURU,SAMBURU NORTH,,04/03/2010 12:00:00 AM,Ewaso Nyiro river,,,,,,,686,,,0,0,,,,0,,"41 tourists were evacuated from their resorts to safer places while 45 families were rendered homeless, 600 staff of tourist lodges were aff[...]",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(1.658640078, 36.69256768)",SAMBURU,SAMBURU NORTH,"(1.31685462605, 37.11839406700)"
FLOOD,SAMBURU,SAMBURU NORTH,,09/01/2010 12:00:00 AM,,,,,,,,140,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(1.658640078, 36.69256768)",SAMBURU,SAMBURU NORTH,"(1.31685462605, 37.11839406700)"
FLOOD,SAMBURU,SAMBURU NORTH,,04/01/2010 12:00:00 AM,Maralal - Baragoi road,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(1.658640078, 36.69256768)",SAMBURU,SAMBURU NORTH,"(1.31685462605, 37.11839406700)"
FLOOD,SAMBURU,SAMBURU NORTH,,04/01/2010 12:00:00 AM,Naibor road,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(1.658640078, 36.69256768)",SAMBURU,SAMBURU NORTH,"(1.31685462605, 37.11839406700)"
DROUGHT,SAMBURU,SAMBURU NORTH,,09/03/2011 12:00:00 AM,Samburu East,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(1.658640078, 36.69256768)",SAMBURU,SAMBURU NORTH,"(1.31685462605, 37.11839406700)"
DROUGHT,SAMBURU,SAMBURU NORTH,,01/08/2009 12:00:00 AM,Samburu North,,,,,,,42000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(1.658640078, 36.69256768)",SAMBURU,SAMBURU NORTH,"(1.31685462605, 37.11839406700)"
FLOOD,SAMBURU,SAMBURU NORTH,,05/15/2010 12:00:00 AM,Samburu East,10,,,,,,50000,,,0,0,,,,0,,Larata - wamba - Maralal road 200km destroyed Serolit junction - Tonyowari - Dome road 60km destroyed Wamba - Nerihilo - Baragoi road 206km[...],NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(1.658640078, 36.69256768)",SAMBURU,SAMBURU NORTH,"(1.31685462605, 37.11839406700)"
FLOOD,SAMBURU,SAMBURU NORTH,,11/14/2008 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(1.658640078, 36.69256768)",SAMBURU,SAMBURU NORTH,"(1.31685462605, 37.11839406700)"
FLOOD,SIAYA,SIAYA,,12/27/2009 12:00:00 AM,Siaya,5,,,101,,,500,,,0,0,,,,0,,3 Class rooms were destroyed and 15 homes evacuated,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.080190579, 34.25532076)",SIAYA,UGENYA,"(-0.06212988862, 34.24764170450)"
FLOOD,SIAYA,SIAYA,,12/25/2009 12:00:00 AM,,5,,,101,,,500,,15,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.080190579, 34.25532076)",SIAYA,UGENYA,"(-0.06212988862, 34.24764170450)"
EPIDEMIC,SIAYA,SIAYA,,01/01/2009 12:00:00 AM,Siaya,3,,,,,,78,,,0,0,,Yes,,0,,Incidences of cholera were reported as from January to June 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.080190579, 34.25532076)",SIAYA,UGENYA,"(-0.06212988862, 34.24764170450)"
FLOOD,SIAYA,SIAYA,,12/27/2010 12:00:00 AM,,5,,,3,,,101,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.080190579, 34.25532076)",SIAYA,UGENYA,"(-0.06212988862, 34.24764170450)"
FLOOD,SIAYA,SIAYA,,07/09/2003 12:00:00 AM,,,,,,,,21000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.080190579, 34.25532076)",SIAYA,UGENYA,"(-0.06212988862, 34.24764170450)"
FLOOD,SIAYA,SIAYA,,07/09/2003 12:00:00 AM,,,,,27,,,365,,,0,0,,,500,0,,365 families affected,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.080190579, 34.25532076)",SIAYA,UGENYA,"(-0.06212988862, 34.24764170450)"
FLOOD,HOMA BAY,SUBA,,01/03/2012 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.477669085, 34.32483693)",HOMA BAY,RANGWE,"(-0.54280939416, 34.35899686870)"
DROUGHT,TAITA TAVETA,TAITA TAVETA,,02/03/2009 12:00:00 AM,,,,,,,,122599,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-3.336923645, 38.43206498)",TAITA TAVETA,WUNDANYI,"(-3.43473399370, 38.41860200330)"
DROUGHT,TAITA TAVETA,TAITA TAVETA,,09/04/2009 12:00:00 AM,,,,,,,,28,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-3.336923645, 38.43206498)",TAITA TAVETA,WUNDANYI,"(-3.43473399370, 38.41860200330)"
FLOOD,TANA RIVER,TANA RIVER,,03/01/2010 12:00:00 AM,Tana North,,,,85,,,5000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,,03/26/2010 12:00:00 AM,Tana River,,,,,,,11573,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
DROUGHT,TANA RIVER,TANA RIVER,,01/03/2011 12:00:00 AM,Tana Delta,,,,,,,15350,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
DROUGHT,TANA RIVER,TANA RIVER,,01/03/2011 12:00:00 AM,,,,,,,,15350,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
DROUGHT,TANA RIVER,TANA RIVER,,01/03/2011 12:00:00 AM,Tana North,,,,,,,15350,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
DROUGHT,TANA RIVER,TANA RIVER,,01/03/2011 12:00:00 AM,Tana Delta District,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
DROUGHT,TANA RIVER,TANA RIVER,,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
DROUGHT,TANA RIVER,TANA RIVER,,01/08/2009 12:00:00 AM,Tana River,,,,,,,80000,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
DROUGHT,TANA RIVER,TANA RIVER,,01/08/2009 12:00:00 AM,Tana Delta,,,,,,,66587,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
DROUGHT,TANA RIVER,TANA RIVER,,09/04/2009 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,,01/06/2008 12:00:00 AM,Tana Delta,,,,,1874,,13500,,,0,0,,,6000,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,,03/21/2010 12:00:00 AM,Nanigi,,,,,,,,,,0,0,,yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOK,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,,07/05/2013 12:00:00 AM,"Tana River(Makale, Matugugu and Kinakamba locations)",,,,,,,3500,,,0,0,,yes,,0,,"Relief food(rice, beans and cooking oil) was provided.Some of the camps Rhoka primary school, Bugugu, Hewani, Masalani,Banjua, Duaja, Goji and[...]",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,TANA RIVER,TANA RIVER,,07/05/2013 12:00:00 AM,"Tana Delta(Ndela, Mwina, Salama, Galili)",,,,,,,37100,,,0,0,,yes,,0,,"Airlift, naval boat services were requested for to ferry food to the victims. Food and non-food items were donated.",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.421694549, 38.98876291)",TANA RIVER,GALOLE,"(-1.52636660432, 39.41786920290)"
FLOOD,BUSIA,TESO,,01/04/2008 12:00:00 AM,Teso,,,,,,,4200,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.641035408, 34.29992847)",BUSIA,TESO NORTH,"(0.38744367755, 34.19363148840)"
DROUGHT,KIAMBU,THIKA,,01/08/2009 12:00:00 AM,Thika West,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.838599723, 36.86714494)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
DROUGHT,KIAMBU,THIKA,,01/08/2009 12:00:00 AM,Thika East,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.838599723, 36.86714494)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
DROUGHT,KIAMBU,THIKA,,04/03/2011 12:00:00 AM,Thika East,,,,,,,23362,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.838599723, 36.86714494)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
DROUGHT,KIAMBU,THIKA,,03/03/2009 12:00:00 AM,,,,,,,,235361,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.838599723, 36.86714494)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
FLOOD,KIAMBU,THIKA,,05/14/2002 12:00:00 AM,,1,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.838599723, 36.86714494)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
FLOOD,KIAMBU,THIKA,,01/03/2012 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(-0.838599723, 36.86714494)",KIAMBU,GATUNDU NORTH,"(-1.06870606598, 36.82356425790)"
FLOOD,TRANS NZOIA,TRANS NZOIA WEST,,10/03/2010 12:00:00 AM,Namanjala location,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.987222061, 35.02077027)",TRANS NZOIA,ENDEBESS,"(1.05095480862, 34.95741997750)"
STORM,TRANS NZOIA,TRANS NZOIA WEST,,08/03/2010 12:00:00 AM,Lake Victoria,5,,4,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(0.987222061, 35.02077027)",TRANS NZOIA,ENDEBESS,"(1.05095480862, 34.95741997750)"
EPIDEMIC,TURKANA,TURKANA,,09/20/2009 12:00:00 AM,Turkana North,6,,,,,,12,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.148692255, 35.68342731)",TURKANA,TURKANA NORTH,"(3.42484919594, 35.43575845530)"
EPIDEMIC,TURKANA,TURKANA,,09/21/2009 12:00:00 AM,Turkana South,15,,,,,,10,,,0,0,,Yes,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.148692255, 35.68342731)",TURKANA,TURKANA NORTH,"(3.42484919594, 35.43575845530)"
DROUGHT,TURKANA,TURKANA,,01/03/2011 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.148692255, 35.68342731)",TURKANA,TURKANA NORTH,"(3.42484919594, 35.43575845530)"
DROUGHT,TURKANA,TURKANA,,01/08/2009 12:00:00 AM,Turkana South,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.148692255, 35.68342731)",TURKANA,TURKANA NORTH,"(3.42484919594, 35.43575845530)"
DROUGHT,TURKANA,TURKANA,,01/08/2009 12:00:00 AM,Turkana North,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.148692255, 35.68342731)",TURKANA,TURKANA NORTH,"(3.42484919594, 35.43575845530)"
FLOOD,TURKANA,TURKANA,,11/14/2008 12:00:00 AM,,,,,,,,,,,0,0,,,,0,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,"(3.148692255, 35.68342731)",TURKANA,TURKANA NORTH,"(3.42484919594, 35.43575845530)"
